,cluster_broad,date_publish,outlet,headline
1348,10,2019-08-30 10:07:34,National Review,"Alabama's Kay Ivey & Blackface -- Governor Apologizes for Blackface Skit, Refuses to Resign"
1349,10,2019-08-30 10:08:01,Los Angeles Times,Alabama governor apologizes for wearing blackface in college
1351,5,2019-08-30 10:17:29,Reuters,"Show us viable backstop alternatives ASAP, Ireland's Coveney tells UK's Raab"
1352,6,2019-08-30 10:21:40,Reuters,"Congolese girl, 9, dies of Ebola in Uganda- hospital official"
1353,14,2019-08-30 10:27:29,Reuters,"Conflicted, conservative Bermuda stages first Pride parade"
1354,13,2019-08-30 10:29:19,Reuters,China's ruling Communist Party to hold key meeting in October: state media
1355,11,2019-08-30 10:31:10,Reuters,"Poland, U.S. agree on six locations for U.S. troops in Poland: minister"
1356,3,2019-08-30 10:36:09,Fox News,Impeachment fever rises as Dems face summer-recess pressure to go after Trump
1358,5,2019-08-30 10:49:00,The Guardian,John Major to join legal fight to stop Johnson suspending parliament
1359,2,2019-08-30 10:49:30,The Washington Post,"At corruption retrial, Samsung scion may end up being jailed"
1360,13,2019-08-30 10:56:30,Reuters,China's Communist Party to hold key meeting in October
1361,5,2019-08-30 11:02:02,Reuters,Britain's banks face 25% earnings hit from no-deal Brexit - Citigroup
1362,6,2019-08-30 11:15:10,Reuters,"Congolese girl, 9, dies of Ebola in Uganda: hospital official"
1363,12,2019-08-30 11:19:00,ABC News,Researchers: Websites infected iPhones with spyware
1364,10,2019-08-30 11:20:00,NBC News,Trump personal assistant Madeleine Westerhout resigns
1365,10,2019-08-30 11:20:00,NBC News,Trump personal assistant Madeleine Westerhout abruptly resigns
1366,4,2019-08-30 11:21:55,Reuters,EU's Mogherini welcomes any progress beyond preserving Iran's nuclear deal
1367,5,2019-08-30 11:22:32,Breitbart,Ex-PM Who Suspended Parliament to Challenge Boris Doing the Same
1368,4,2019-08-30 11:23:59,Reuters,Indonesia urges calm in Papua after two weeks of protests
1369,11,2019-08-30 11:25:24,Reuters,"Warsaw, Washington agree on locations for new U.S. troops in Poland: minister"
1370,4,2019-08-30 11:27:12,Reuters,Syrian army to cease fire in Idlib de-escalation zone on Aug. 31: TASS
1371,7,2019-08-30 11:31:51,Breitbart,Florida Braces for 'Absolute Monster' Hurricane Dorian
1372,13,2019-08-30 11:36:38,Reuters,"After long gap, China's ruling elite to gather for October conclave"
1374,5,2019-08-30 11:42:45,Reuters,EU will not budge if it thinks Brexit can be stopped - PM Johnson
1375,5,2019-08-30 11:47:33,Reuters,EU will not budge if it thinks Brexit can be stopped - Johnson
1376,2,2019-08-30 11:53:25,Yahoo! News,Australia downgrades outlook for Great Barrier Reef to 'very poor'
1377,12,2019-08-30 11:54:56,PBS,"Thousands of iPhones infected with spyware, researchers find"
1378,13,2019-08-30 11:56:16,The Washington Post,"China denies visa, expelling Wall Street Journal reporter"
1380,3,2019-08-30 12:01:23,National Review,Barack Obama & Elizabeth Warren: 2020 Democrat Endorsement Possibility?
1381,9,2019-08-30 12:02:55,Reuters,Brazil's Bolsonaro awaits news on U.S. help for Amazon
1382,13,2019-08-30 12:10:18,Reuters,China denies credentials to Wall Street Journal reporter
1383,13,2019-08-30 12:10:29,Yahoo! News,Chinese Communist Party’s Top Leadership to Convene in October
1384,9,2019-08-30 12:10:48,Reuters,Amazon fires pose health risks to children: WHO
1385,5,2019-08-30 12:14:56,Reuters,UK's Johnson says lawmaker attempts to stop no-deal Brexit make it more likely
1386,4,2019-08-30 12:15:05,Yahoo! News,Prime minister says Pakistan will respond if India attacks
1387,4,2019-08-30 12:15:10,Reuters,Erdogan says eyeing Russian jets; plans to meet Trump in New York
1389,5,2019-08-30 12:18:04,Reuters,Johnson says lawmaker attempts to stop no-deal Brexit make it more likely
1390,4,2019-08-30 12:18:25,Reuters,EU will keep working to preserve Iran nuclear deal: Mogherini
1392,13,2019-08-30 12:23:36,Reuters,Trump prods General Motors over its auto plants in China
1393,0,2019-08-30 12:25:37,The Guardian,Sajid Javid was not told in advance of adviser's sacking by Cummings
1394,5,2019-08-30 12:28:07,Reuters,"How do you stop a no-deal Brexit? Change the law, or change the government"
1395,4,2019-08-30 12:28:20,The Washington Post,Syrian troops to start unilateral cease-fire in Idlib
1396,13,2019-08-30 12:30:41,Reuters,Trump prods General Motors over its auto plants in China
1397,4,2019-08-30 12:32:00,ABC News,Third US service member killed in Afghanistan in just over a week
1398,0,2019-08-30 12:32:41,Fox News,"New Mexico preparing to seize land at Epstein ranch, officials tell Fox News"
1399,0,2019-08-30 12:32:41,Fox News,"New Mexico preparing to seize land at Epstein ranch, officials tell Fox News"
1400,1,2019-08-30 12:34:34,The Washington Post,"US consumer spending jumps 0.6% in July, a sign that shoppers are powering economic growth"
1401,4,2019-08-30 12:40:50,Fox News,U.S. service member becomes 15th to be killed in Afghanistan this year
1402,4,2019-08-30 12:41:09,Reuters,UPDATE 2-Sanctions-hit Lebanese bank denies Hezbollah ties
1403,1,2019-08-30 12:43:25,The Washington Post,Optimistic US consumers boost spending 0.6% in July
1404,1,2019-08-30 12:45:50,Yahoo! News,Strong consumer spending seen underpinning U.S. economy
1406,1,2019-08-30 12:51:22,The Washington Post,Optimistic US consumers boost spending 0.6% in July
1407,13,2019-08-30 12:53:41,Breitbart,Donald Trump Scolds General Motors for Moving Plants to China
1408,4,2019-08-30 12:56:21,PBS,"U.S. service member killed in combat in Afghanistan, NATO confirms"
1409,3,2019-08-30 12:58:00,NBC News,DNC expected to nix Iowa's 'virtual caucus' plan
1410,3,2019-08-30 12:58:00,NBC News,"DNC leaders recommend nixing 'virtual caucus' plans in Iowa, Nevada"
1411,5,2019-08-30 12:58:20,Reuters,Factbox: Government ensnared in court battles over suspending parliament
1412,5,2019-08-30 12:58:34,The Guardian,Boris Johnson warns parliament: 'don't damage chance of Brexit deal'
1413,3,2019-08-30 12:59:42,Reuters,"Democratic National Committee expected to block Iowa, Nevada virtual caucus plans: reports"
1414,13,2019-08-30 13:04:25,The Guardian,China denies credentials to Wall Street Journal reporter
1415,9,2019-08-30 13:07:17,Reuters,Brazil's Bolsonaro awaits news on U.S. help for Amazon
1416,7,2019-08-30 13:07:25,Fox News,Hurricane Dorian already stirring political storm as Dems rip Trump
1417,3,2019-08-30 13:09:15,PBS,DNC to recommend scrapping virtual caucus plans in Iowa and Nevada
1418,1,2019-08-30 13:13:01,Reuters,Strong consumer spending seen underpinning U.S. economy
1419,5,2019-08-30 13:13:49,The Washington Post,Delay in first legal challenge to UK’s Brexit plans
1420,4,2019-08-30 13:16:37,Reuters,"RPT-Turkey now says Iranian tanker heading to Lebanese waters, not port"
1421,4,2019-08-30 13:18:23,Reuters,"Turkey now says Iranian tanker heading to Lebanese waters, not port"
1422,4,2019-08-30 13:18:23,Reuters,Confusion as Turkey says Iranian tanker now headed to Lebanon
1423,0,2019-08-30 13:25:05,The Guardian,WW2 commemorations expose differences at heart of Europe
1424,7,2019-08-30 13:25:44,HuffPost,Former Canadian PM Stirs Controversy Rooting For Hurricane To Hit Mar-A-Lago
1425,7,2019-08-30 13:43:00,ABC News,Trump declares emergency in Florida with millions - and his clubs - in Dorian's path
1426,10,2019-08-30 13:46:00,ABC News,'The Bible stays' at veterans hospital facing lawsuit: Pence
1427,13,2019-08-30 13:49:38,Reuters,Trump prods General Motors over its auto plants in China
1428,10,2019-08-30 13:52:23,Reuters,"Lawyers for U.S., Michael Flynn disagree whether he is ready for sentencing"
1429,12,2019-08-30 13:52:54,The Washington Post,Google uncovers iPhone hack that was 'sustained' and 'indiscriminate'
1430,10,2019-08-30 13:55:42,Yahoo! News,Michael Flynn says he's not ready to be sentenced. U.S. says he's ready
1431,11,2019-08-30 13:59:07,Reuters,Italy's PD calls for clarification with 5-Star over government
1432,9,2019-08-30 13:59:17,The Washington Post,High-level Brazilian envoys in US to discuss Amazon fires
1433,11,2019-08-30 13:59:39,Reuters,Italian 5-Star leader sets out conditions for coalition with PD
1434,11,2019-08-30 14:01:57,Yahoo! News,Italy's 5-Star unsettles PD with tough terms for coalition deal
1435,11,2019-08-30 14:04:22,The Washington Post,"Poland, US agree on 6 sites for more US troops, debating 7th"
1436,11,2019-08-30 14:04:59,Reuters,Italy's 5-Star unsettles PD with tough terms for coalition deal
1437,10,2019-08-30 14:13:18,Reuters,Ex-Trump adviser Flynn and U.S. dispute his readiness for sentencing
1438,14,2019-08-30 14:15:19,Breitbart,Democracy Activists Arrested in 'Outrageous' Hong Kong Police Sweep
1439,6,2019-08-30 14:16:55,The Guardian,"Ebola kills girl, 9, in Uganda as outbreak approaches 3,000 cases"
1440,14,2019-08-30 14:21:45,Los Angeles Times,Hong Kong's leaderless protest movement put to the test with arrest of prominent activists
1441,3,2019-08-30 14:31:18,Politico,'Iowa will be first': Party chair says DNC ruling won't scuttle caucuses
1442,4,2019-08-30 14:31:29,Chicago Tribune,"U.S. is ‘getting close’ to deal with Taliban, will withdraw 5,000 soldiers from Afghanistan, Trump says"
1443,0,2019-08-30 14:36:27,The Washington Post,German far-right hopeful faces new extremism claims
1444,6,2019-08-30 14:37:32,Los Angeles Times,E-cigarette maker Juul under scrutiny over teen vaping craze
1445,5,2019-08-30 14:37:48,Breitbart,"Corbyn Backs Hard-Left Plot to Occupy Parliament, 'Shut Down Streets'"
1446,12,2019-08-30 14:39:11,National Review,Trial of Accused 9/11 Masterminds Set for 2021
1447,7,2019-08-30 14:56:02,Breitbart,Canada's Ex PM Kim Campbell Hopes Hurricane Dorian Hits Mar-a-Lago
1448,0,2019-08-30 15:03:10,Yahoo! News,"Study Finds Hospitals Reject Thousands of Kidneys, Keep Patients in Dark"
1449,4,2019-08-30 15:05:21,Reuters,Confusion as Turkey says Iranian tanker now headed toward Lebanon
1450,1,2019-08-30 15:09:59,Breitbart,Uber Proposes Minimum Wage for Drivers to Combat California Bill Classifying Them as Employees
1451,5,2019-08-30 15:13:05,Reuters,Brexit planning has cut productivity of UK firms - Bank of England
1452,3,2019-08-30 15:14:34,Fox News,DNC move to scrap virtual caucuses sparks new party tensions
1453,4,2019-08-30 15:16:20,The Washington Post,UN atomic watchdog: Iran still in violation of nuclear deal
1454,4,2019-08-30 15:16:30,National Review,Trump Denies U.S. Involvement in Failure of Iranian Rocket Launch
1455,12,2019-08-30 15:22:22,The Washington Post,Researchers: Websites infected iPhones with spyware
1456,12,2019-08-30 15:35:06,Chicago Tribune,Researchers: Websites infected iPhones with spyware
1457,7,2019-08-30 15:36:25,Fox News,Ex-Canadian PM apologizes after saying she hoped Hurricane Dorian would hit Mar-a-Lago
1458,0,2019-08-30 15:37:58,The Guardian,Sajid Javid cowers behind net curtains as Cummings ‘gets ready’ for the final act
1459,0,2019-08-30 15:43:31,HuffPost,"Nearly 900 Detained Migrants Had Mumps In Past Year, CDC Says"
1460,7,2019-08-30 15:44:00,ABC News,Military moving planes and ships away from Hurricane Dorian
1461,7,2019-08-30 15:55:23,The Guardian,Hurricane Dorian gains strength as Florida braces for potential ‘monster’ storm
1462,7,2019-08-30 16:06:57,Fox News,"Florida military bases move warships, aircraft ahead of Hurricane Dorian"
1463,7,2019-08-30 16:08:55,USA Today,Donald Trump declares state of emergency in Florida
1464,0,2019-08-30 16:10:33,The Washington Post,Condemned Tennessee inmate will be spared execution
1465,7,2019-08-30 16:10:35,Breitbart,FPL Enlists 13K Workers to Restore Powerlines Ahead of Hurricane Dorian
1466,2,2019-08-30 16:11:42,The Washington Post,Swedish teen climate activist leads protest near UN
1467,0,2019-08-30 16:16:19,Breitbart,"150+ African Migrants Storm Border Fence, Enter Spain"
1468,3,2019-08-30 16:18:00,ABC News,DNC rejects plans by Iowa and Nevada to hold 'virtual' caucuses
1469,12,2019-08-30 16:24:07,Fox News,"Twitter CEO Jack Dorsey's own account was hacked, used to post vulgar messages"
1470,3,2019-08-30 16:27:15,CBS News,Why Tom Steyer couldn't buy his way onto the debate stage
1471,2,2019-08-30 16:29:47,Reuters,Swedish teen climate activist takes school strike to gates of United Nations
1472,4,2019-08-30 16:30:15,Reuters,U.S. service member killed in combat in Afghanistan
1473,15,2019-08-30 16:34:48,Fox News,Chris Wallace: IG report is stain on 'Saint James' Comey's record
1474,2,2019-08-30 16:38:04,The Guardian,Hundreds of teens join Greta Thunberg in climate protest outside UN
1475,12,2019-08-30 16:38:13,PBS,Trial in 9/11 case at Guantanamo gets early 2021 start date
1476,10,2019-08-30 16:40:00,ABC News,President Trump's personal assistant forced out
1477,0,2019-08-30 16:40:55,Reuters,Over 150 migrants break into Spanish North African enclave
1478,0,2019-08-30 16:46:19,Reuters,Google to pay up to $200 million to FTC on YouTube probe: Politico
1479,14,2019-08-30 16:48:49,Chicago Tribune,"Hong Kong democracy activists arrested, Saturday protest march banned"
1480,4,2019-08-30 16:49:10,The Washington Post,NATO: US service member killed in combat in Afghanistan
1481,12,2019-08-30 16:51:00,Los Angeles Times,"Websites infected iPhones with spyware, researchers say"
1482,12,2019-08-30 16:51:14,National Review,"Jack Dorsey, Twitter's CEO, Account Hacked"
1483,2,2019-08-30 16:51:20,The Guardian,Sir Dawda Jawara obituary
1484,1,2019-08-30 16:53:00,Reuters,Strong consumer spending propping up U.S. economy
1485,0,2019-08-30 16:55:15,The Washington Post,Parts of Vermont Capitol on lockdown after weapon report
1486,12,2019-08-30 16:56:53,Politico,Twitter CEO Jack Dorsey's account hacked
1487,2,2019-08-30 16:59:13,Fox News,Amazon's Ring gave police statistics about users who refused law enforcement requests
1488,0,2019-08-30 17:07:00,NBC News,"Almost 900 migrants were exposed to a mumps outbreak while in detention, CDC says"
1489,0,2019-08-30 17:07:00,NBC News,"Almost 900 migrants were exposed to a mumps outbreak while in detention, CDC says"
1490,12,2019-08-30 17:09:09,Reuters,Lawsuit over U.S. airport screener abuses is revived
1491,12,2019-08-30 17:11:31,PBS,"Twitter CEO Jack Dorsey’s account was hacked, sent antisemitic tweets"
1492,7,2019-08-30 17:14:35,The Washington Post,Kim Campbell roots for Hurricane Dorian to hit Trump’s Mar-a-Lago resort
1493,14,2019-08-30 17:21:26,The Guardian,Hong Kong police arrest 28 activists on eve of planned protests
1494,10,2019-08-30 17:22:36,The Washington Post,Pence: ‘The Bible stays’ at veterans hospital facing lawsuit
1495,12,2019-08-30 17:24:13,The Washington Post,Researchers: Websites infected iPhones with spyware
1496,3,2019-08-30 17:24:24,USA Today,DNC recommends scrapping Iowa's virtual caucus plan
1497,2,2019-08-30 17:25:16,Yahoo! News,Swedish teen climate activist takes school strike to gates of United Nations
1498,4,2019-08-30 17:31:04,Reuters,"Iran goes further in breaching nuclear deal, IAEA report shows"
1499,3,2019-08-30 17:31:24,Reuters,"Democratic National Committee opposes Iowa, Nevada vote-by-phone plans"
1500,5,2019-08-30 17:42:57,The Washington Post,Boris Johnson asked the queen to suspend Parliament. Why didn't she just say no?
1503,0,2019-08-30 17:58:01,HuffPost,Nevada Counties Sign Emergency Declarations Before 'Storm Area 51' Event
1504,4,2019-08-30 17:58:14,Reuters,Trump says U.S. not involved in Iran satellite launch failure
1505,0,2019-08-30 18:01:23,The Washington Post,Report: YouTube settles FTC complaint for at least $150M
1506,12,2019-08-30 18:02:07,Fox News,"Trial of alleged 9/11 mastermind, four others set for early 2021"
1507,4,2019-08-30 18:03:16,Reuters,Trump says U.S. not involved in Iran satellite launch failure
1508,0,2019-08-30 18:06:18,The Washington Post,Report: YouTube settles FTC complaint for at least $150M
1509,12,2019-08-30 18:07:20,Reuters,Fliers can sue over airport screener abuses -U.S. appeals court
1510,4,2019-08-30 18:09:53,Reuters,Lebanon's Hezbollah hands two crashed drones to Lebanese army
1511,4,2019-08-30 18:12:00,Yahoo! News,Trump accused of tweeting image from secret intelligence briefing as he says US not involved in Iran satellite launch failure
1512,12,2019-08-30 18:12:17,CBS News,"Hackers breached iPhones for years, Google says"
1513,4,2019-08-30 18:13:37,The Washington Post,American dies in combat in Afghanistan as peace talks continue
1514,12,2019-08-30 18:14:14,Fox News,Lawsuit by families of Charleston church shooting victims can proceed: court
1515,0,2019-08-30 18:15:55,Reuters,Vermont capitol on lockdown after person with gun enters state building: official
1516,10,2019-08-30 18:24:53,HuffPost,Pence Weighs In On Lawsuit Against Public Religious Display: 'The Bible Stays'
1517,10,2019-08-30 18:25:30,Reuters,"Michael Flynn says he is not ready to be sentenced, U.S. says he is ready"
1519,3,2019-08-30 18:28:48,CBS News,"Democrats look to scuttle ""virtual caucuses"" in Iowa, Nevada"
1520,4,2019-08-30 18:28:58,Reuters,Trump says U.S. not involved in Iran satellite launch failure
1521,2,2019-08-30 18:29:31,Breitbart,Greta Mum as Climate Activist Proclaims 'World That is Melting'
1522,12,2019-08-30 18:32:28,Reuters,Fliers can sue over airport screener abuses: U.S. appeals court
1523,3,2019-08-30 18:32:36,Fox News,Donna Brazile defends Biden over disputed war story: 'He is heartfelt'
1524,0,2019-08-30 18:34:05,Reuters,Google to pay up to $200 million to FTC on YouTube probe: source
1525,4,2019-08-30 18:36:10,The Washington Post,Hezbollah: drones were likely flown from Israeli gunboats
1526,0,2019-08-30 18:43:31,Reuters,Vermont capitol on lockdown after person with gun enters state building: official
1527,9,2019-08-30 18:54:03,Reuters,Brazil weighs offers from U.S. and others to help fight Amazon fires
1529,6,2019-08-30 18:58:19,The Washington Post,US attorney: Investigation into VA deaths a ‘top priority’
1530,2,2019-08-30 18:59:25,HuffPost,Hundreds Of Young People Strike In Front Of UN For Climate Action
1531,3,2019-08-30 19:02:26,Fox News,Brit Hume: Biden's misstatements could provide a big boost to 2020 rival Warren
1532,3,2019-08-30 19:02:48,Reuters,"Democratic National Committee opposes Iowa, Nevada vote-by-phone plans"
1533,1,2019-08-30 19:04:55,Reuters,"Volkswagen overstated fuel economy on 98K U.S. vehicles, will reimburse consumers"
1534,0,2019-08-30 19:06:46,Reuters,Saudi Arabia sets up ministry of industry and mineral resources -decree
1535,0,2019-08-30 19:16:58,Los Angeles Times,YouTube will pay $150 million to end FTC kids privacy probe
1536,11,2019-08-30 19:22:45,Reuters,"Warsaw, Washington agree on locations for new U.S. troops in Poland"
1537,15,2019-08-30 19:23:16,Fox News,'The Five' react to James Comey asking for apology after release of damning IG report
1538,4,2019-08-30 19:25:36,CNN,"Israel is making the case for war, in public, against Lebanon"
1539,1,2019-08-30 19:28:09,The Washington Post,"EPA forces VW to correct gas mileage on 98,000 vehicles"
1540,11,2019-08-30 19:32:01,Reuters,"Nine Colombian rebel dissidents killed in bombing raid, president says"
1541,12,2019-08-30 19:35:28,Fox News,New York man accused of plotting ISIS-inspired terror attack in Queens
1542,0,2019-08-30 19:47:35,Reuters,Saudi Arabia creates standalone ministry for industry and mining
1543,0,2019-08-30 19:51:12,The Washington Post,Saudi Arabia creates new ministry of industry and resources
1544,12,2019-08-30 19:57:09,Fox News,California appeals court overturns sole conviction in Kate Steinle death
1546,6,2019-08-30 20:01:20,USA Today,Senators press VA on suspicious deaths at W.Va. veterans hospital
1547,12,2019-08-30 20:04:50,Reuters,Twitter CEO Jack Dorsey's account apparently hacked
1548,3,2019-08-30 20:08:00,NBC News,Democrats favor expanding ballot access. Just not in two key early states.
1549,12,2019-08-30 20:14:00,NBC News,Trial date set for men accused of plotting 9/11 terror attacks
1550,3,2019-08-30 20:15:19,Breitbart,Joe Biden Unapologetic for Fabricating Afghan War Story
1551,12,2019-08-30 20:19:22,USA Today,Arkansas woman drowns after 911 dispatcher tells her to 'shut up'
1552,12,2019-08-30 20:19:25,Reuters,Twitter CEO Jack Dorsey's account hacked
1553,12,2019-08-30 20:20:22,The Washington Post,Twitter founder Jack Dorsey’s account hacked
1554,0,2019-08-30 20:22:04,Reuters,"Lockdown lifted at Vermont capitol, no gunman found: official"
1555,0,2019-08-30 20:24:32,Politico,DeVos tightens rules for forgiving student loans
1556,12,2019-08-30 20:26:01,Reuters,Victims of Dylann Roof mass shooting can sue U.S. over his gun purchase: appeals court
1557,12,2019-08-30 20:33:00,NBC News,"Survivors of Charleston mass shooting can sue the federal government, court rules"
1558,12,2019-08-30 20:33:00,NBC News,"Survivors of Charleston mass shooting can sue federal government, court rules"
1559,12,2019-08-30 20:33:11,Los Angeles Times,Jack Dorsey’s account sends racist tweets after hack
1560,13,2019-08-30 20:33:13,Chicago Tribune,"New tariffs on Chinese goods begin Sunday. And this time, U.S. consumers face major price hikes."
1561,1,2019-08-30 20:35:18,Reuters,"Volkswagen overstated fuel economy on 98,000 U.S. vehicles, will repay consumers"
1564,12,2019-08-30 20:38:12,The Washington Post,Feds: Man plotted NYC knife attack in name of Islamic State
1565,0,2019-08-30 20:41:02,Breitbart,Report: Google to Pay up to $200 Million for Child Privacy Violations
1566,3,2019-08-30 20:46:03,HuffPost,DNC Rejects Iowa And Nevada Virtual Caucus Proposals Over Security Concerns
1567,2,2019-08-30 20:47:28,Yahoo! News,Swedish teen climate activist leads protest near UN
1568,12,2019-08-30 20:52:07,Reuters,Twitter CEO's hacked account sends racist tweets
1569,6,2019-08-30 20:57:40,USA Today,"VA hospital deaths in Clarksburg, West Virginia rankle veterans"
1570,1,2019-08-30 20:59:00,USA Today,"$98M for VW, Audi, Porsche owners"
1571,10,2019-08-30 21:01:03,Los Angeles Times,Pence: ‘The Bible stays’ at veterans hospital facing lawsuit
1572,0,2019-08-30 21:01:58,Reuters,UK finance minister 'livid' at PM Johnson over firing of aide: media
1573,12,2019-08-30 21:02:59,Breitbart,Twitter CEO Jack Dorsey's Own Account Hacked
1576,12,2019-08-30 21:20:19,Reuters,Charleston mass shooting victims can sue U.S. over gun purchase: court
1577,13,2019-08-30 21:24:41,Reuters,U.S. says no grace period for Chinese imports facing tariffs on Sept. 1
1578,12,2019-08-30 21:31:14,CBS News,Hackers tweet racial slurs from Twitter CEO Jack Dorsey’s account
1579,9,2019-08-30 21:42:18,Reuters,Bolsonaro says conversation with Merkel reaffirms Brazil sovereignty over Amazon
1580,0,2019-08-30 21:42:46,Fox News,Bernie Sanders calls for eliminating all medical debt at South Carolina event
1581,12,2019-08-30 21:43:16,CNN,New York man held without bail after allegedly plotting an ISIS-inspired attack
1582,15,2019-08-30 21:56:15,Fox News,Trey Gowdy: 'I'm certainly not going to apologize' to Comey
1583,7,2019-08-30 21:59:00,NBC News,Ex-Canadian PM apologizes for 'rooting' for Hurricane Dorian to hit Trump's Mar-a-Lago
1584,12,2019-08-30 22:01:53,Chicago Tribune,Republican state lawmaker from Woodstock pleads guilty to DUI
1585,12,2019-08-30 22:09:49,Reuters,Twitter CEO's hacked account sends racist tweets before being secured
1586,4,2019-08-30 22:15:54,Reuters,Trump Iran photo tweet raises worries about disclosure of U.S. surveillance secrets
1587,0,2019-08-30 22:17:52,Breitbart,New Mexico Attorney General Proposes Seizure of Land at Epstein's Ranch
1588,7,2019-08-30 22:19:10,Reuters,Trump says decision on Florida evacuation will likely be made Sunday
1589,15,2019-08-30 22:33:11,Fox News,"John Yoo: Comey IG report shows Trump didn't obstruct justice, he 'freed justice'"
1590,4,2019-08-30 22:34:17,Reuters,Trump says U.S. has good negotiations with Taliban but no deal yet
1591,12,2019-08-30 22:37:13,The Washington Post,Woman tosses Molotov cocktail into Fla. USCIS office
1592,12,2019-08-30 22:37:58,BBC,Twitter CEO and co-founder Jack Dorsey has account hacked
1593,13,2019-08-30 22:38:06,Los Angeles Times,A fresh round of Trump tariffs is about to hit store shelves
1594,0,2019-08-30 22:49:30,The Washington Post,House panel’s plans to advance gun-control bills delayed by Hurricane Dorian
1595,12,2019-08-30 22:51:52,Los Angeles Times,Trial in 9/11 case at Guantanamo gets an early 2021 start date
1596,7,2019-08-30 22:53:20,Reuters,Trump says decision on Florida evacuation will likely be made Sunday
1597,0,2019-08-30 22:57:09,The Washington Post,DeVos issues new loan forgiveness rule for swindled students
1598,12,2019-08-30 22:58:11,The Washington Post,Judges say travelers can sue TSA over screener mistreatment
1599,4,2019-08-30 23:04:37,Los Angeles Times,Trump denies U.S. responsibility for destruction of Iranian rocket launch
1600,0,2019-08-30 23:07:46,USA Today,Forgiveness to be harder under Betsy DeVos rule
1601,6,2019-08-30 23:12:14,Breitbart,There Is No Single ‘Gay Gene'
1602,7,2019-08-30 23:15:08,The Washington Post,Ex-Canada PM apologizes about Trump property hurricane tweet
1603,4,2019-08-30 23:16:24,BBC,Did Donald Trump tweet classified military imagery?
1604,4,2019-08-30 23:19:15,Reuters,"In Trump's team, misgivings emerge over any deal with Taliban in Afghanistan: U.S. officials"
1605,0,2019-08-30 23:27:10,The Washington Post,House Democrats postpone gun hearing due to hurricane
1606,12,2019-08-30 23:27:23,HuffPost,Lawsuit Says Denver Jail Staff Refused Woman Care As She Gave Birth In Cell
1607,0,2019-08-30 23:38:57,BBC,Newspaper headlines: Javid 'confronting' PM leads front pages
1608,3,2019-08-30 23:44:16,Breitbart,Julián Castro Blasts DNC's Decision to Nix 'Virtual Caucuses'
1609,14,2019-08-31 00:00:00,NPR,"In Defiance Of Ban, Hong Kong Protesters Return To Streets And Clash With Police"
1610,14,2019-08-31 00:00:00,The New York Times,Tens of Thousands Take to Streets to Protest Boris Johnson Maneuver in Parliament
1612,12,2019-08-31 00:00:00,NPR,"Police Confirm 5 dead In Midland, Odessa Area : NPR"
1613,14,2019-08-31 00:00:00,NPR,Day Of Peaceful Demonstrations In Hong Kong Ends Violently
1614,0,2019-08-31 00:00:00,NPR,"After Cancer Treatment, Ginsburg Says She'll Be Ready For High Court's October Term"
1615,12,2019-08-31 00:00:00,NPR,"Shooter In Odessa, Texas, Firing At Random People, Police Say : NPR"
1616,5,2019-08-31 00:00:00,The New York Times,Britain’s Unwritten Constitution Suddenly Looks Fragile
1617,14,2019-08-31 00:00:00,The New York Times,Hong Kong Braces for More Protests After Wave of Arrests
1618,3,2019-08-31 00:00:00,The New York Times,Support for Impeachment Inquiry Grows in the House
1620,14,2019-08-31 00:00:00,NPR,Thousands Protest In Hong Kong Despite Ban
1622,4,2019-08-31 00:01:04,HuffPost,Trump Defends Sending Tweet With Aerial Image Of Iranian Launch Site
1623,4,2019-08-31 00:03:24,The Washington Post,Trump says he had the right to tweet Iran satellite photo
1624,0,2019-08-31 00:06:21,The Washington Post,DeVos issues new loan forgiveness rule for swindled students
1625,9,2019-08-31 00:12:12,Reuters,"Brazil officials, Bolsonaro's son meet with Trump to discuss Amazon fires"
1626,0,2019-08-31 00:15:36,CNN,Millions fear they will be left stateless as India publishes citizenship register
1627,12,2019-08-31 00:16:12,The Washington Post,Woman tosses Molotov cocktail into Fla. Citizenship office
1628,4,2019-08-31 00:22:36,Yahoo! News,Trump says US 'not involved' in Iranian rocket failure
1629,4,2019-08-31 00:28:55,Reuters,U.S. says Iranian oil tanker headed toward Syria
1630,7,2019-08-31 00:33:34,The Washington Post,Trump’s Florida Mar-a-Lago resort in Hurricane Dorian’s path
1631,14,2019-08-31 00:43:26,The Washington Post,"Hong Kong activists freed on bail, protest march banned"
1633,0,2019-08-31 00:46:07,USA Today,Hurricane Dorian causes House panel to delay taking up gun bills
1634,4,2019-08-31 00:47:48,Reuters,Trump Iran photo tweet raises worries about disclosure of U.S. surveillance secrets
1635,12,2019-08-31 00:49:19,The Washington Post,The Latest: Defense relieved by pier-killing reversal
1636,7,2019-08-31 00:49:32,The Washington Post,The Latest: Dorian becomes powerful Category 4 hurricane
1637,0,2019-08-31 00:53:24,BBC,Poland still counts losses from WW2 invasion
1638,9,2019-08-31 01:24:19,The Washington Post,Brazil says it is successfully controlling fires in Amazon
1639,9,2019-08-31 01:38:16,Yahoo! News,Fires not the only threat facing Amazon
1641,13,2019-08-31 01:42:27,The Washington Post,China tells Philippines it won’t recognize ruling on sea row
1642,7,2019-08-31 01:44:30,The Washington Post,First responders from D.C. area deploy to Florida as Hurricane Dorian nears
1643,12,2019-08-31 01:49:25,Los Angeles Times,Gun possession conviction reversed in Kate Steinle shooting
