,comp1,comp2,comp3,cluster,cluster_broad,id,date_publish,outlet,headline,article_terms,cluster_terms_str
1479,0.0008841094035140977,0.00033665419721040993,0.00045185378591412506,1018,14,59584036,2019-08-30 16:48:49,Chicago Tribune,"Hong Kong democracy activists arrested, Saturday protest march banned","['hong', 'kong', 'democraci', 'activist', 'arrest', 'saturday', 'protest', 'march', 'bannedorgan', 'saturday', 'march', 'fifth', 'anniversari', 'decis', 'china', 'allow', 'fulli', 'democrat', 'elect', 'say']","organ, march, permiss, saturday, protest, democraci, kong, hong, pro, ban"
1480,0.0011264347068358012,0.0003950588042487585,-0.000254158617163144,139,4,45702091,2019-08-30 16:49:10,The Washington Post,NATO: US service member killed in combat in Afghanistan,"['nato', 'us', 'servic', 'member', 'kill', 'combat', 'afghanistannato', 'say', 'us', 'servic', 'member', 'kill', 'combat', 'afghanistan']","combat, afghanistan, member, servic, kill, nato, soldier, mission, resolut, oper"
1481,0.001014701247613994,0.000203952967828803,-0.00030666521469125134,471,12,55032967,2019-08-30 16:51:00,Los Angeles Times,"Websites infected iPhones with spyware, researchers say","['websit', 'infect', 'iphon', 'spywar', 'research', 'sayresearch', 'say', 'cyberspi', 'exploit', 'secur', 'vulner', 'plant', 'spywar', 'appl', 'iphon', 'user', 'visit', 'small', 'group', 'malwareinfect', 'websit']","iphon, spywar, websit, infect, research, appl, secur, vulner, affect, exploit"
1482,0.0008107289282807663,0.00020885064744223834,3.477349520327185e-05,1311,12,54580283,2019-08-30 16:51:14,National Review,"Jack Dorsey, Twitter's CEO, Account Hacked","['jack', 'dorsey', 'twitter', 'ceo', 'account', 'hackedtwitt', 'ceo', 'jack', 'dorsey', 'twitter', 'account', 'appear', 'hack', 'friday', 'afternoon']","account, dorsey, hack, jack, twitter, ceo, tweet, follow, slur, racial"
1483,0.0007533626029880868,-4.7634898838187255e-05,0.0004929984386366719,1103,2,38920456,2019-08-30 16:51:20,The Guardian,Sir Dawda Jawara obituary,"['sir', 'dawda', 'jawara', 'obituarydemocrat', 'elect', 'found', 'father', 'gambia']","jawara, dawda, gambia, 95, found, democrat, kairaba, father, elect, coup"
1484,-0.000328956112184127,0.0013795923709554495,0.00021908315973284356,268,1,1927404,2019-08-30 16:53:00,Reuters,Strong consumer spending propping up U.S. economy,"['strong', 'consum', 'spend', 'prop', 'us', 'economyu', 'consum', 'spend', 'increas', 'solidli', 'juli', 'household', 'bought', 'rang', 'good', 'servic', 'could', 'allay', 'financi', 'market', 'fear', 'recess', 'strong', 'pace', 'consumpt', 'unlik', 'sustain', 'amid', 'tepid', 'incom', 'gain']","spend, consum, juli, power, strong, shopper, solidli, tepid, allay, sustain"
1485,0.0012120239542727097,0.00018502629283197826,-0.0001234733982008071,849,0,45629274,2019-08-30 16:55:15,The Washington Post,Parts of Vermont Capitol on lockdown after weapon report,"['part', 'vermont', 'capitol', 'lockdown', 'weapon', 'reportsom', 'state', 'govern', 'build', 'lockdown', 'vermont', 'capitol', 'report', 'person', 'weapon']","lockdown, vermont, capitol, build, montpeli, person, offic, gun, enter, lift"
1486,0.0009180558473155025,0.00016982761603843866,1.1843834771268557e-05,1311,12,79063825,2019-08-30 16:56:53,Politico,Twitter CEO Jack Dorsey's account hacked,"['twitter', 'ceo', 'jack', 'dorsey', 'account', 'hackedbefor', 'twitter', 'could', 'regain', 'control', 'dorsey', 'account', 'whoever', 'hijack', 'retweet', 'sever', 'offens', 'messag']","account, dorsey, hack, jack, twitter, ceo, tweet, follow, slur, racial"
1487,0.0010086576206149388,0.00011983131305895669,-0.0003172393036985272,368,2,4634491,2019-08-30 16:59:13,Fox News,Amazon's Ring gave police statistics about users who refused law enforcement requests,"['amazon', 'ring', 'gave', 'polic', 'statist', 'user', 'refus', 'law', 'enforc', 'requestsr', 'home', 'secur', 'compani', 'own', 'amazon', 'track', 'user', 'respond', 'law', 'enforc', 'request', 'surveil', 'footag', 'captur', 'ring', 'devic', 'gave', 'overview', 'polic', 'depart', 'request']","ring, doorbel, camera, 400, surveil, footag, polic, partner, agenc, enforc"
1488,0.0012272296183439284,0.0003305820159925479,1.1354405574372028e-05,1323,0,55209009,2019-08-30 17:07:00,NBC News,"Almost 900 migrants were exposed to a mumps outbreak while in detention, CDC says","['almost', '900', 'migrant', 'expos', 'mump', 'outbreak', 'detent', 'cdc', 'saysth', 'center', 'diseas', 'control', 'prevent', 'confirm', 'hundr', 'mump', 'case', 'least', '18', 'percent', 'facil', 'hous', 'ice', 'detaine', 'across', '19', 'state']","mump, 900, cdc, center, migrant, 19, detent, prevent, hundr, detain"
1489,0.0012268818211852814,0.0003313431487932169,1.0387273196436059e-05,1323,0,55239144,2019-08-30 17:07:00,NBC News,"Almost 900 migrants were exposed to a mumps outbreak while in detention, CDC says","['almost', '900', 'migrant', 'expos', 'mump', 'outbreak', 'detent', 'cdc', 'saysth', 'center', 'diseas', 'control', 'prevent', 'confirm', 'hundr', 'mump', 'case', 'least', '18', 'percent', 'facil', 'hous', 'ice', 'detaine', 'across', '19', 'state']","mump, 900, cdc, center, migrant, 19, detent, prevent, hundr, detain"
1490,0.0011335845220807367,9.317032635425348e-05,-7.784263801422922e-05,873,12,2863990,2019-08-30 17:09:09,Reuters,Lawsuit over U.S. airport screener abuses is revived,"['lawsuit', 'us', 'airport', 'screener', 'abus', 'reviveda', 'feder', 'appeal', 'court', 'friday', 'hand', 'victori', 'flier', 'object', 'invas', 'screen', 'us', 'airport', 'secur', 'checkpoint', 'say', 'screener', 'absolut', 'immun', 'lawsuit', 'accus', 'abus', 'conduct']","airport, screener, screener, travel, appeal, immun, flier, screen, object, abus"
1491,0.0008544365758639803,-0.00017772856260467575,1.6760239656714828e-05,1311,12,131768857,2019-08-30 17:11:31,PBS,"Twitter CEO Jack Dorsey’s account was hacked, sent antisemitic tweets","['twitter', 'ceo', 'jack', 'dorsey', 'account', 'hack', 'sent', 'antisemit', 'tweetsth', 'person', 'tweet', 'dorsey', 'account', 'friday', 'sent', 'tweet', 'hitler', 'innoc', 'use', 'vulgar', 'ask', 'bald', 'skeleton', 'head', 'refer', 'dorsey', 'unsuspend', 'account']","account, dorsey, hack, jack, twitter, ceo, tweet, follow, slur, racial"
1492,0.0009705686018627215,0.0001239711640020182,-1.6562625639829486e-05,1055,7,45647730,2019-08-30 17:14:35,The Washington Post,Kim Campbell roots for Hurricane Dorian to hit Trump’s Mar-a-Lago resort,"['campbel', 'root', 'hurrican', 'dorian', 'hit', 'trump', 'maralago', 'resortkim', 'campbel', 'delet', 'tweet', 'apolog']","lago, campbel, root, hit, hurrican, canadian, dorian, pm, apolog, direct"
1493,0.0011479634422083974,0.00031583274935116754,0.00010245532223382166,50,14,38922166,2019-08-30 17:21:26,The Guardian,Hong Kong police arrest 28 activists on eve of planned protests,"['hong', 'kong', 'polic', 'arrest', '28', 'activist', 'eve', 'plan', 'protestsform', 'student', 'leader', 'among', 'detain', 'move', 'critic', 'say', 'attempt', 'deter', 'protest', 'plan', 'ralli']","hong, kong, protest, march, arrest, protest, march, rain, thousand, democraci"
1494,0.0008307510293896725,-0.0001049076793112857,0.0002358085190024251,333,10,45699554,2019-08-30 17:22:36,The Washington Post,Pence: ‘The Bible stays’ at veterans hospital facing lawsuit,"['penc', 'bibl', 'stay', 'veteran', 'hospit', 'face', 'lawsuitvic', 'presid', 'mike', 'penc', 'weigh', 'firstamend', 'lawsuit', 'challeng', 'bibl', 'display', 'new', 'hampshir', 'veteran', 'hospit', 'say', 'hospit', 'religionfre', 'zone']","bibl, penc, veteran, stay, display, mike, hospit, lawsuit, vice, zone"
1495,0.000988268526865128,0.00021430488598657202,-0.00019086440402003057,471,12,45640527,2019-08-30 17:24:13,The Washington Post,Researchers: Websites infected iPhones with spyware,"['research', 'websit', 'infect', 'iphon', 'spywaresecur', 'expert', 'call', 'newli', 'announc', 'secur', 'vulner', 'worst', 'yet', 'affect', 'appl', 'iphon']","iphon, spywar, websit, infect, research, appl, secur, vulner, affect, exploit"
1496,0.0005582242456416236,-2.673395494458191e-05,0.0004274034749593041,610,3,4099705,2019-08-30 17:24:24,USA Today,DNC recommends scrapping Iowa's virtual caucus plan,"['dnc', 'recommend', 'scrap', 'iowa', 'virtual', 'caucu', 'planth', 'democrat', 'nation', 'committe', 'confirm', 'friday', 'recommend', 'scrap', 'iowa', 'plan', 'hold', 'virtual', 'caucus', '2020', 'cite', 'secur', 'threat']","virtual, iowa, caucu, nevada, caucus, recommend, dnc, scrap, plan, committe"
1497,0.0007632617936024757,0.000154208185765606,0.0003489367938475821,1313,2,55505503,2019-08-30 17:25:16,Yahoo! News,Swedish teen climate activist takes school strike to gates of United Nations,"['swedish', 'teen', 'climat', 'activist', 'take', 'school', 'strike', 'gate', 'unit', 'nationsswedish', 'teenag', 'activist', 'greta', 'thunberg', 'took', 'weekli', 'campaign', 'greater', 'action', 'climat', 'chang', 'gate', 'unit', 'nation', 'friday', 'urg', 'everyon', 'care', 'futur', 'join', 'world', 'leader', 'gather', 'new', 'york', 'next', 'month', 'thunberg', '16', 'start', 'miss', 'school']","activist, swedish, thunberg, greta, climat, teen, gate, nation, strike, protest"
1498,0.0003486582800887702,0.0009335933701641485,-7.612614441470053e-05,90,4,3109357,2019-08-30 17:31:04,Reuters,"Iran goes further in breaching nuclear deal, IAEA report shows","['iran', 'goe', 'breach', 'nuclear', 'deal', 'iaea', 'report', 'showsiran', 'gone', 'breach', 'nuclear', 'deal', 'world', 'power', 'increas', 'stock', 'enrich', 'uranium', 'refin', 'greater', 'puriti', 'allow', 'atom', 'agenc', 'report', 'said', 'friday']","nuclear, iran, mogherini, deal, atom, preserv, power, federica, breach, 2015"
1499,0.0005244515953912382,-0.0001803524674225918,0.0004132809064692411,610,3,1838231,2019-08-30 17:31:24,Reuters,"Democratic National Committee opposes Iowa, Nevada vote-by-phone plans","['democrat', 'nation', 'committe', 'oppos', 'iowa', 'nevada', 'votebyphon', 'plansdemocrat', 'nation', 'committe', 'offici', 'friday', 'recommend', 'iowa', 'nevada', 'scrap', 'plan', 'let', 'voter', 'particip', 'earli', 'caucus', 'phone', 'secur', 'concern']","virtual, iowa, caucu, nevada, caucus, recommend, dnc, scrap, plan, committe"
1500,0.0001279650162937402,-0.000310992137903032,0.0018683826437400086,456,5,45750398,2019-08-30 17:42:57,The Washington Post,Boris Johnson asked the queen to suspend Parliament. Why didn't she just say no?,"['bori', 'johnson', 'ask', 'queen', 'suspend', 'parliament', 'didnt', 'say', 'noth', 'queen', 'accept', 'johnson', 'request', 'perfectli', 'normal', 'thing', 'done']","queen, suspend, request, parliament, bbc, ask, elizabeth, journalist, robinson, britain"
1503,0.001147152118794873,0.00042549034121705385,-4.191552124744985e-05,991,0,3874424,2019-08-30 17:58:01,HuffPost,Nevada Counties Sign Emergency Declarations Before 'Storm Area 51' Event,"['nevada', 'counti', 'sign', 'emerg', 'declar', 'storm', 'area', '51', 'eventmor', '2', 'million', 'facebook', 'user', 'rsvpd', 'storm', 'us', 'air', 'forc', 'base', 'commun', 'wonder', 'whether', 'show']","51, area, emerg, nevada, storm, counti, event, ok, order, nye"
1504,0.0006254735567429787,0.0005059737517857778,-0.00013291456981033434,285,4,3080447,2019-08-30 17:58:14,Reuters,Trump says U.S. not involved in Iran satellite launch failure,"['trump', 'say', 'us', 'involv', 'iran', 'satellit', 'launch', 'failureu', 'presid', 'donald', 'trump', 'said', 'friday', 'unit', 'state', 'involv', 'fail', 'iranian', 'rocket', 'launch', 'wish', 'tehran', 'luck', 'find', 'went', 'wrong']","rocket, involv, iranian, launch, failur, wish, luck, satellit, tehran, respons"
1505,0.0003607254373081989,0.00043915542936873815,-0.00011131831113287433,983,0,45856176,2019-08-30 18:01:23,The Washington Post,Report: YouTube settles FTC complaint for at least $150M,"['report', 'youtub', 'settl', 'ftc', 'complaint', 'least', '150ma', 'publish', 'report', 'say', 'googl', 'pay', 'least', '150', 'million', 'settl', 'complaint', 'feder', 'trade', 'commiss']","youtub, privaci, ftc, pay, googl, 200, 150, million, complaint, commiss"
1506,0.0012513217662566978,8.175066497895514e-05,-0.0002916924142819831,1071,12,4403706,2019-08-30 18:02:07,Fox News,"Trial of alleged 9/11 mastermind, four others set for early 2021","['trial', 'alleg', '911', 'mastermind', 'four', 'other', 'set', 'earli', '2021khalid', 'sheikh', 'mohammad', 'alleg', 'mastermind', 'sept', '11', '2001', 'terror', 'attack', 'stand', 'trial', 'four', 'crime', 'charg', 'us', 'militari', 'base', 'guantanamo', 'bay', 'cuba', 'begin', 'earli', '2021', 'militari', 'judg', 'said', 'friday']","trial, 11, 2021, date, attack, guantanamo, terrorist, set, charg, bay"
1507,0.0006253509198525394,0.0005066625033034251,-0.000132106352682501,285,4,2709655,2019-08-30 18:03:16,Reuters,Trump says U.S. not involved in Iran satellite launch failure,"['trump', 'say', 'us', 'involv', 'iran', 'satellit', 'launch', 'failureu', 'presid', 'donald', 'trump', 'said', 'friday', 'unit', 'state', 'involv', 'fail', 'iranian', 'rocket', 'launch', 'wish', 'tehran', 'luck', 'find', 'went', 'wrong']","rocket, involv, iranian, launch, failur, wish, luck, satellit, tehran, respons"
1508,0.0003617314772973201,0.0004425068924049136,-0.00011349179332033361,983,0,45819248,2019-08-30 18:06:18,The Washington Post,Report: YouTube settles FTC complaint for at least $150M,"['report', 'youtub', 'settl', 'ftc', 'complaint', 'least', '150ma', 'publish', 'report', 'say', 'googl', 'pay', 'least', '150', 'million', 'settl', 'complaint', 'feder', 'trade', 'commiss']","youtub, privaci, ftc, pay, googl, 200, 150, million, complaint, commiss"
1509,0.0010678605562897743,-9.517517246328299e-06,-0.0001738147403283278,873,12,1243151,2019-08-30 18:07:20,Reuters,Fliers can sue over airport screener abuses -U.S. appeals court,"['flier', 'airport', 'screener', 'abus', 'us', 'appeal', 'courta', 'feder', 'appeal', 'court', 'friday', 'hand', 'victori', 'travel', 'object', 'invas', 'screen', 'us', 'airport', 'secur', 'checkpoint', 'say', 'screener', 'absolut', 'immun', 'lawsuit', 'accus', 'abus', 'conduct']","airport, screener, screener, travel, appeal, immun, flier, screen, object, abus"
1510,0.0010462991784712331,0.0005370479047255485,-0.0002671461890919014,78,4,2909056,2019-08-30 18:09:53,Reuters,Lebanon's Hezbollah hands two crashed drones to Lebanese army,"['lebanon', 'hezbollah', 'hand', 'two', 'crash', 'drone', 'lebanes', 'armylebanon', 'hezbollah', 'group', 'friday', 'hand', 'two', 'drone', 'crash', 'beirut', 'lebanes', 'armi', 'hezbollah', 'almanar', 'news', 'channel', 'lebanes', 'militari', 'sourc', 'said']","hezbollah, lebanon, drone, isra, lebanes, guid, precis, missil, extra, command"
1511,0.000742017140704049,0.0002363799637608513,-0.00014098131967852477,113,4,55498809,2019-08-30 18:12:00,Yahoo! News,Trump accused of tweeting image from secret intelligence briefing as he says US not involved in Iran satellite launch failure,"['trump', 'accus', 'tweet', 'imag', 'secret', 'intellig', 'brief', 'say', 'us', 'involv', 'iran', 'satellit', 'launch', 'failuredonald', 'trump', 'tweet', 'appear', 'new', 'high', 'resolut', 'imag', 'site', 'fail', 'iranian', 'satellit', 'launch', 'claim', 'unit', 'state', 'noth', 'incidentth', 'imag', 'post', 'shortli', 'mr', 'trump', 'schedul', 'receiv', 'intellig', 'brief', 'expert', 'say']","photo, imag, launch, iranian, surveil, rocket, failur, tweet, iran, satellit"
1512,0.0010780371817854992,7.060578323096573e-05,-0.0004214750022753769,1124,12,113859542,2019-08-30 18:12:17,CBS News,"Hackers breached iPhones for years, Google says","['hacker', 'breach', 'iphon', 'year', 'googl', 'sayscybercrimin', 'implant', 'iphon', 'spywar', 'exploit', 'hole', 'appl', 'oper', 'system']","iphon, iphon, hacker, monitor, googl, implant, indiscrimin, hack, user, year"
1513,0.0011590079080704458,0.00031389762246800026,-7.50837041489437e-05,139,4,45651386,2019-08-30 18:13:37,The Washington Post,American dies in combat in Afghanistan as peace talks continue,"['american', 'combat', 'afghanistan', 'peac', 'talk', 'continueth', 'servic', 'member', 'third', 'american', 'kill', 'countri', 'eight', 'day']","combat, afghanistan, member, servic, kill, nato, soldier, mission, resolut, oper"
1514,0.001186424835813168,-7.96608818623164e-05,-0.0002526425935142814,367,12,4560015,2019-08-30 18:14:14,Fox News,Lawsuit by families of Charleston church shooting victims can proceed: court,"['lawsuit', 'famili', 'charleston', 'church', 'shoot', 'victim', 'proceed', 'courta', 'feder', 'appeal', 'court', 'rule', 'friday', 'lawsuit', 'feder', 'govern', 'faulti', 'background', 'check', 'allow', 'south', 'carolina', 'purchas', 'handgun', 'use', 'kill', 'nine', 'peopl', 'histor', 'black', 'church', 'charleston', 'go', 'forward']","charleston, survivor, shoot, church, mass, gun, dylann, roof, feder, carolina"
1515,0.0012072882236283525,0.0001756770701855164,-6.217932614248605e-05,849,0,2363301,2019-08-30 18:15:55,Reuters,Vermont capitol on lockdown after person with gun enters state building: official,"['vermont', 'capitol', 'lockdown', 'person', 'gun', 'enter', 'state', 'build', 'officialvermont', 'state', 'offic', 'build', 'montpeli', 'lockdown', 'friday', 'person', 'gun', 'seen', 'enter', 'complex', 'governor', 'offic', 'said', 'statement']","lockdown, vermont, capitol, build, montpeli, person, offic, gun, enter, lift"
1516,0.0007568288751159686,6.48239738070074e-07,0.0002213017402601594,333,10,3875780,2019-08-30 18:24:53,HuffPost,Pence Weighs In On Lawsuit Against Public Religious Display: 'The Bible Stays',"['penc', 'weigh', 'lawsuit', 'public', 'religi', 'display', 'bibl', 'staysvic', 'presid', 'mike', 'penc', 'promis', 'support', 'trump', 'administr', 'bibl', 'display', 'protect', 'govern', 'properti']","bibl, penc, veteran, stay, display, mike, hospit, lawsuit, vice, zone"
1517,0.0008430519538954375,-1.8243748305614564e-05,-0.00016467278485018475,1294,10,2333052,2019-08-30 18:25:30,Reuters,"Michael Flynn says he is not ready to be sentenced, U.S. says he is ready","['michael', 'flynn', 'say', 'readi', 'sentenc', 'us', 'say', 'readylawy', 'former', 'us', 'nation', 'secur', 'advis', 'michael', 'flynn', 'accus', 'feder', 'govern', 'stall', 'effort', 'defend', 'said', 'former', 'top', 'aid', 'donald', 'trump', 'readi', 'sentenc', 'lie', 'discuss', 'russian', 'ambassador']","flynn, lawyer, readi, michael, sentenc, sentenc, advis, disagre, discuss, lie"
1519,0.000702474950274468,-0.00010007506714869602,0.0003053080734133725,990,3,113893419,2019-08-30 18:28:48,CBS News,"Democrats look to scuttle ""virtual caucuses"" in Iowa, Nevada","['democrat', 'look', 'scuttl', 'virtual', 'caucus', 'iowa', 'nevadath', 'democrat', 'nation', 'committe', 'want', 'increas', 'particip', 'caucus', 'say', 'concern', 'secur']","iowa, caucus, virtual, caucu, hacker, committe, iowan, compromis, vote, concern"
1520,0.0006283713864648341,0.0005109541005158232,-0.00013015677845345508,285,4,1536044,2019-08-30 18:28:58,Reuters,Trump says U.S. not involved in Iran satellite launch failure,"['trump', 'say', 'us', 'involv', 'iran', 'satellit', 'launch', 'failureu', 'presid', 'donald', 'trump', 'said', 'friday', 'unit', 'state', 'involv', 'fail', 'iranian', 'rocket', 'launch', 'wish', 'tehran', 'luck', 'find', 'went', 'wrong']","rocket, involv, iranian, launch, failur, wish, luck, satellit, tehran, respons"
1521,0.0007989853995543995,0.00011290563785127977,0.0005191229013241016,1313,2,4312243,2019-08-30 18:29:31,Breitbart,Greta Mum as Climate Activist Proclaims 'World That is Melting',"['greta', 'mum', 'climat', 'activist', 'proclaim', 'world', 'meltinggreta', 'thunberg', 'swedish', 'teen', 'youth', 'climat', 'chang', 'movement', 'took', 'part', 'protest', 'friday', 'speak']","activist, swedish, thunberg, greta, climat, teen, gate, nation, strike, protest"
1522,0.0010735331367786878,-1.1867829618819694e-05,-0.00016351994298823867,873,12,1154703,2019-08-30 18:32:28,Reuters,Fliers can sue over airport screener abuses: U.S. appeals court,"['flier', 'airport', 'screener', 'abus', 'us', 'appeal', 'courta', 'feder', 'appeal', 'court', 'friday', 'hand', 'victori', 'travel', 'object', 'invas', 'screen', 'us', 'airport', 'secur', 'checkpoint', 'say', 'screener', 'absolut', 'immun', 'lawsuit', 'accus', 'abus', 'conduct']","airport, screener, screener, travel, appeal, immun, flier, screen, object, abus"
1523,0.0005858988197278565,-0.0002206851856874902,0.0004563357596067201,69,3,4406196,2019-08-30 18:32:36,Fox News,Donna Brazile defends Biden over disputed war story: 'He is heartfelt',"['donna', 'brazil', 'defend', 'biden', 'disput', 'stori', 'heartfeltform', 'dnc', 'chairwoman', 'donna', 'brazil', 'defend', 'democrat', 'presidenti', 'candid', 'joe', 'biden', 'friday', 'face', 'scrutini', 'disput', 'stori']","stori, biden, joe, trail, vice, emot, campaign, report, defend, defend"
1524,0.0003142489272439368,0.0006519156419941205,-0.00023324288083229194,983,0,1966704,2019-08-30 18:34:05,Reuters,Google to pay up to $200 million to FTC on YouTube probe: source,"['googl', 'pay', '200', 'million', 'ftc', 'youtub', 'probe', 'sourcealphabet', 'inc', 'googl', 'spend', '200', 'million', 'settl', 'feder', 'trade', 'commiss', 'investig', 'youtub', 'alleg', 'violat', 'children', 'privaci', 'law', 'person', 'brief', 'matter', 'told', 'reuter']","youtub, privaci, ftc, pay, googl, 200, 150, million, complaint, commiss"
1525,0.0012070703380086824,0.000442222302113245,-0.0002666573854421268,78,4,45716615,2019-08-30 18:36:10,The Washington Post,Hezbollah: drones were likely flown from Israeli gunboats,"['hezbollah', 'drone', 'like', 'flown', 'isra', 'gunboatsth', 'tv', 'station', 'lebanon', 'milit', 'hezbollah', 'group', 'say', 'two', 'drone', 'use', 'alleg', 'attack', 'south', 'beirut', 'flown', 'isra', 'gunboat', 'lebanes', 'coast']","hezbollah, lebanon, drone, isra, lebanes, guid, precis, missil, extra, command"
1526,0.0012130798808070698,0.0001792945337510051,-5.330909322306977e-05,849,0,2638066,2019-08-30 18:43:31,Reuters,Vermont capitol on lockdown after person with gun enters state building: official,"['vermont', 'capitol', 'lockdown', 'person', 'gun', 'enter', 'state', 'build', 'officialvermont', 'state', 'offic', 'build', 'montpeli', 'lockdown', 'friday', 'person', 'gun', 'seen', 'enter', 'complex', 'governor', 'offic', 'said', 'statement']","lockdown, vermont, capitol, build, montpeli, person, offic, gun, enter, lift"
1527,0.00037350828004110894,0.0006726908967294342,-0.00013198315305566272,437,9,2051453,2019-08-30 18:54:03,Reuters,Brazil weighs offers from U.S. and others to help fight Amazon fires,"['brazil', 'weigh', 'offer', 'us', 'other', 'help', 'fight', 'amazon', 'firesbrazilian', 'presid', 'jair', 'bolsonaro', 'said', 'friday', 'may', 'news', 'later', 'day', 'request', 'us', 'presid', 'donald', 'trump', 'help', 'fight', 'amazon', 'rainforest', 'fire', 'countri', 'field', 'offer', 'chile', 'ecuador', 'israel']","bolsonaro, amazon, brazil, fire, jair, rainforest, brazilian, later, discuss, help"
1529,0.0011029797813444737,7.778264049329377e-06,-0.00033026214034070044,1258,6,45663317,2019-08-30 18:58:19,The Washington Post,US attorney: Investigation into VA deaths a ‘top priority’,"['us', 'attorney', 'investig', 'death', 'top', 'prioritya', 'us', 'attorney', 'confirm', 'feder', 'author', 'investig', 'suspici', 'death', 'veteran', 'affair', 'hospit', 'west', 'virginia', 'feder', 'offici', 'demand', 'answer']","death, suspici, veteran, hospit, affair, wilki, virginia, west, string, clarksburg"
1530,0.001021850844621219,0.0002869252467602879,0.00030157246787219087,1313,2,3876703,2019-08-30 18:59:25,HuffPost,Hundreds Of Young People Strike In Front Of UN For Climate Action,"['hundr', 'young', 'peopl', 'strike', 'front', 'climat', 'actionteen', 'climat', 'activist', 'greta', 'thunberg', 'join', 'ralli', 'new', 'york', 'prelud', 'global', 'youthl', 'strike', 'place', 'septemb']","activist, swedish, thunberg, greta, climat, teen, gate, nation, strike, protest"
1531,0.00035615793163018333,-0.0005720474254100057,0.0007708039076218449,622,3,4389654,2019-08-30 19:02:26,Fox News,Brit Hume: Biden's misstatements could provide a big boost to 2020 rival Warren,"['brit', 'hume', 'biden', 'misstat', 'could', 'provid', 'big', 'boost', '2020', 'rival', 'warrenif', 'democrat', 'grow', 'concern', 'former', 'vice', 'presid', 'joe', 'biden', 'gaff', 'misstat', 'event', 'could', 'begin', 'reconsid', 'nomin', 'older', 'candid', 'accord', 'brit', 'hume']","warren, biden, elizabeth, joe, misstat, hume, brit, massachusett, sander, barack"
1532,0.0005231000106256621,-0.0002296801632403287,0.0004194790782744942,610,3,3787628,2019-08-30 19:02:48,Reuters,"Democratic National Committee opposes Iowa, Nevada vote-by-phone plans","['democrat', 'nation', 'committe', 'oppos', 'iowa', 'nevada', 'votebyphon', 'plansdemocrat', 'nation', 'committe', 'offici', 'friday', 'reject', 'plan', 'let', 'peopl', 'particip', 'iowa', 'nevada', 'earli', 'caucus', 'phone', 'secur', 'concern', 'draw', 'fire', 'least', 'candid', 'leav', 'voter', 'parti', 'presidenti', 'contest']","virtual, iowa, caucu, nevada, caucus, recommend, dnc, scrap, plan, committe"
1533,-4.038582798406876e-05,0.0011659366861580143,3.151216316836677e-05,756,1,1143627,2019-08-30 19:04:55,Reuters,"Volkswagen overstated fuel economy on 98K U.S. vehicles, will reimburse consumers","['volkswagen', 'overst', 'fuel', 'economi', '98k', 'us', 'vehicl', 'reimburs', 'consumersvolkswagen', 'ag', 'must', 'forfeit', 'greenhous', 'ga', 'emiss', 'credit', 'lower', 'fuel', 'economi', 'rate', '98000', 'vehicl', 'environment', 'protect', 'agenc', 'said', 'vehicl', 'softwar', 'overst', 'realworld', 'perform']","volkswagen, vehicl, 98, overst, fuel, 000, forfeit, audi, economi, lower"
1534,0.00025960156764526996,0.0010484588637682728,-2.2802819429702907e-05,468,0,2807966,2019-08-30 19:06:46,Reuters,Saudi Arabia sets up ministry of industry and mineral resources -decree,"['saudi', 'arabia', 'set', 'ministri', 'industri', 'miner', 'resourc', 'decreesaudi', 'arabia', 'said', 'friday', 'would', 'establish', 'standalon', 'ministri', 'industri', 'miner', 'resourc', 'separ', 'energi', 'ministri', 'accord', 'royal', 'decre']","ministri, arabia, saudi, royal, resourc, miner, industri, separ, standalon, replac"
1535,0.0005633837139522941,0.00046398860726761687,-0.000143678585810316,983,0,55137903,2019-08-30 19:16:58,Los Angeles Times,YouTube will pay $150 million to end FTC kids privacy probe,"['youtub', 'pay', '150', 'million', 'ftc', 'kid', 'privaci', 'probegoogl', 'youtub', 'agre', 'pay', '150', 'million', 'resolv', 'us', 'alleg', 'violat', 'children', 'privaci', 'law', 'sourc', 'say']","youtub, privaci, ftc, pay, googl, 200, 150, million, complaint, commiss"
1536,0.0007507476412856143,0.0006180446216177929,-5.661966602907698e-05,440,11,1051722,2019-08-30 19:22:45,Reuters,"Warsaw, Washington agree on locations for new U.S. troops in Poland","['warsaw', 'washington', 'agre', 'locat', 'new', 'us', 'troop', 'polandwarsaw', 'washington', 'agre', 'six', 'locat', 'new', 'us', 'troop', 'station', 'poland', 'countri', 'defenc', 'minist', 'mariusz', 'blaszczak', 'said', 'friday', 'day', 'donald', 'trump', 'cancel', 'trip', 'eastern', 'european', 'nation']","poland, locat, troop, warsaw, mariusz, blaszczak, agre, defenc, agre, station"
1537,0.0009343883599543791,-0.0002564547492938806,-7.089596214880658e-05,816,15,4382655,2019-08-30 19:23:16,Fox News,'The Five' react to James Comey asking for apology after release of damning IG report,"['five', 'react', 'jame', 'comey', 'ask', 'apolog', 'releas', 'damn', 'ig', 'reportth', 'five', 'discuss', 'former', 'fbi', 'director', 'jame', 'comey', 'reaction', 'depart', 'justic', 'inspector', 'gener', 'report', 'chide', 'memo', 'convers', 'presid', 'trump']","apolog, comey, nice, fbi, polici, gowdi, trey, defiant, jame, director"
